County Name,GDP(2015),GDP(2016),GDP(2017),GDP(2018),rank_2018,percent_2016,percent_2017,percent_2018,change_rank2018,State
Snyder,"1,308,338","1,310,081","1,389,748","1,551,086",53,0.1,6.1,11.6,1,Pennsylvania
Somerset,"2,500,565","2,467,621","2,512,800","2,601,860",40,-1.3,1.8,3.5,7,Pennsylvania
Sullivan,"518,898","554,689","639,158","561,999",65,6.9,15.2,-12.1,67,Pennsylvania
Susquehanna,"4,417,614","5,181,072","5,530,657","5,152,922",27,17.3,6.7,-6.8,65,Pennsylvania
Tioga,"2,021,398","2,104,675","2,086,230","2,158,993",45,4.1,-0.9,3.5,8,Pennsylvania
Union,"1,708,618","1,720,305","1,732,261","1,763,808",47,0.7,0.7,1.8,45,Pennsylvania
Venango,"1,759,210","1,715,875","1,708,831","1,744,639",48,-2.5,-0.4,2.1,37,Pennsylvania
Warren,"1,554,850","1,538,692","1,549,021","1,591,424",51,-1,0.7,2.7,21,Pennsylvania
Washington,"14,136,960","14,367,271","14,657,423","15,025,337",12,1.6,2,2.5,28,Pennsylvania
Wayne,"1,441,687","1,456,959","1,486,486","1,526,693",54,1.1,2,2.7,23,Pennsylvania
Westmoreland,"12,790,203","12,649,986","12,764,712","13,083,629",15,-1.1,0.9,2.5,31,Pennsylvania
Wyoming,"2,108,432","2,265,154","2,414,519","2,201,326",44,7.4,6.6,-8.8,66,Pennsylvania
York,"17,734,523","17,953,835","18,301,760","18,675,558",10,1.2,1.9,2,40,Pennsylvania
Bristol,"1,558,599","1,554,376","1,528,241","1,546,297",5,-0.3,-1.7,1.2,4,Rhode Island
Kent,"7,956,719","7,986,785","7,923,102","8,086,479",2,0.4,-0.8,2.1,2,Rhode Island
Newport,"5,124,023","5,152,549","5,234,084","5,328,893",4,0.6,1.6,1.8,3,Rhode Island
Providence,"32,512,083","32,514,875","32,363,400","32,410,449",1,0,-0.5,0.1,5,Rhode Island
Washington,"5,940,989","5,878,588","5,938,011","6,252,824",3,-1.1,1,5.3,1,Rhode Island
Abbeville,"502,241","518,042","524,320","532,044",39,3.1,1.2,1.5,35,South Carolina
Aiken,"5,834,526","5,836,985","5,908,848","6,009,182",12,0,1.2,1.7,31,South Carolina
Allendale,"285,756","308,723","330,976","333,219",44,8,7.2,0.7,38,South Carolina
Anderson,"5,675,816","5,798,253","6,005,398","6,278,912",11,2.2,3.6,4.6,10,South Carolina
Bamberg,"304,064","307,420","309,752","308,519",45,1.1,0.8,-0.4,41,South Carolina
Barnwell,"553,660","596,836","589,145","626,073",36,7.8,-1.3,6.3,5,South Carolina
Beaufort,"6,281,508","6,385,554","6,383,085","6,565,845",10,1.7,0,2.9,15,South Carolina
Berkeley,"6,132,712","6,502,264","6,694,118","7,034,739",8,6,3,5.1,7,South Carolina
Calhoun,"648,096","684,549","720,265","732,086",32,5.6,5.2,1.6,32,South Carolina
Charleston,"24,632,471","25,685,960","26,734,903","27,580,595",1,4.3,4.1,3.2,13,South Carolina
Cherokee,"1,653,332","1,712,230","1,720,725","1,926,264",23,3.6,0.5,11.9,1,South Carolina
Chester,"974,521","984,951","982,849","1,044,555",28,1.1,-0.2,6.3,4,South Carolina
Chesterfield,"1,406,135","1,402,802","1,397,305","1,438,869",25,-0.2,-0.4,3,14,South Carolina
Clarendon,"550,313","549,389","554,610","551,261",37,-0.2,1,-0.6,42,South Carolina
Colleton,"852,441","878,693","893,693","910,269",29,3.1,1.7,1.9,30,South Carolina
Darlington,"2,276,711","2,233,995","2,237,480","2,272,984",21,-1.9,0.2,1.6,33,South Carolina
Dillon,"689,122","726,695","725,760","760,294",31,5.5,-0.1,4.8,9,South Carolina
Dorchester,"2,699,844","2,821,728","2,970,814","3,090,144",19,4.5,5.3,4,12,South Carolina
Edgefield,"522,185","527,593","542,577","539,275",38,1,2.8,-0.6,43,South Carolina
Fairfield,"1,549,625","1,738,122","1,608,936","1,222,682",27,12.2,-7.4,-24,46,South Carolina
Florence,"6,253,463","6,425,030","6,588,212","6,747,394",9,2.7,2.5,2.4,22,South Carolina
Georgetown,"2,229,031","2,129,552","2,133,707","2,193,408",22,-4.5,0.2,2.8,17,South Carolina
Greenville,"25,442,589","25,966,035","26,706,178","27,449,115",2,2.1,2.9,2.8,18,South Carolina
Greenwood,"2,531,649","2,538,342","2,596,014","2,613,491",20,0.3,2.3,0.7,39,South Carolina
Hampton,"414,872","422,628","420,689","431,300",41,1.9,-0.5,2.5,21,South Carolina
Horry,"10,112,562","10,369,975","10,953,498","11,205,683",5,2.5,5.6,2.3,25,South Carolina
Jasper,"853,093","869,976","915,884","906,749",30,2,5.3,-1,44,South Carolina
Kershaw,"1,755,177","1,715,811","1,776,576","1,823,910",24,-2.2,3.5,2.7,20,South Carolina
Lancaster,"2,505,743","2,892,462","3,303,682","3,501,614",15,15.4,14.2,6,6,South Carolina
Laurens,"3,484,393","3,649,304","3,785,287","3,972,703",13,4.7,3.7,5,8,South Carolina
Lee,"287,895","324,167","341,262","335,137",43,12.6,5.3,-1.8,45,South Carolina
Lexington,"10,017,161","10,460,193","10,728,777","10,931,139",6,4.4,2.6,1.9,29,South Carolina
McCormick,"173,514","182,360","185,528","189,763",46,5.1,1.7,2.3,26,South Carolina
Marion,"500,436","501,489","505,431","526,593",40,0.2,0.8,4.2,11,South Carolina
Marlboro,"694,453","688,893","703,313","719,813",34,-0.8,2.1,2.3,24,South Carolina
Newberry,"1,157,734","1,208,181","1,240,576","1,351,736",26,4.4,2.7,9,2,South Carolina
Oconee,"3,332,422","3,364,139","3,486,055","3,480,348",16,1,3.6,-0.2,40,South Carolina
Orangeburg,"2,966,052","2,975,439","3,071,535","3,115,582",18,0.3,3.2,1.4,36,South Carolina
Pickens,"3,113,133","3,284,205","3,319,149","3,412,082",17,5.5,1.1,2.8,16,South Carolina
Richland,"21,749,024","22,134,526","22,784,354","23,330,091",3,1.8,2.9,2.4,23,South Carolina
Saluda,"362,405","369,376","380,337","383,486",42,1.9,3,0.8,37,South Carolina
Spartanburg,"12,110,466","12,562,461","13,125,872","13,481,467",4,3.7,4.5,2.7,19,South Carolina
Sumter,"3,611,478","3,619,175","3,697,262","3,773,452",14,0.2,2.2,2.1,28,South Carolina
Union,"599,087","618,081","631,721","673,529",35,3.2,2.2,6.6,3,South Carolina
Williamsburg,"698,687","705,004","718,866","729,534",33,0.9,2,1.5,34,South Carolina
York,"8,930,150","9,299,461","9,958,107","10,183,072",7,4.1,7.1,2.3,27,South Carolina
Aurora,"136,377","124,408","141,728","150,342",49,-8.8,13.9,6.1,26,South Dakota
Beadle,"896,205","875,996","862,555","951,722",12,-2.3,-1.5,10.3,20,South Dakota
Bennett,"79,871","71,759","67,769","68,067",64,-10.2,-5.6,0.4,45,South Dakota
Bon Homme,"241,606","202,297","212,897","242,541",35,-16.3,5.2,13.9,13,South Dakota
Brookings,"1,814,926","1,901,610","1,859,157","1,957,992",5,4.8,-2.2,5.3,27,South Dakota
Brown,"1,940,371","2,034,843","2,011,244","2,025,182",4,4.9,-1.2,0.7,43,South Dakota
Brule,"300,698","280,069","281,647","291,223",25,-6.9,0.6,3.4,33,South Dakota
Buffalo,"93,881","79,669","97,704","99,261",57,-15.1,22.6,1.6,39,South Dakota
Butte,"299,732","270,726","281,621","289,151",26,-9.7,4,2.7,36,South Dakota
Campbell,"79,316","106,542","96,355","106,786",56,34.3,-9.6,10.8,19,South Dakota
Charles Mix,"615,518","603,356","605,982","652,724",14,-2,0.4,7.7,22,South Dakota
Clark,"168,296","191,882","130,383","179,186",46,14,-32.1,37.4,2,South Dakota
Clay,"576,073","590,863","590,965","616,494",15,2.6,0,4.3,31,South Dakota
Codington,"1,308,491","1,293,121","1,339,436","1,347,759",6,-1.2,3.6,0.6,44,South Dakota
Corson,"122,915","93,365","98,524","124,679",54,-24,5.5,26.5,3,South Dakota
Custer,"206,482","201,317","206,817","205,608",42,-2.5,2.7,-0.6,50,South Dakota
Davison,"993,150","983,847","993,427","1,028,594",10,-0.9,1,3.5,32,South Dakota
Day,"221,800","245,225","227,672","264,913",32,10.6,-7.2,16.4,10,South Dakota
Deuel,"266,706","299,493","269,692","277,741",29,12.3,-10,3,35,South Dakota
Dewey,"244,923","229,785","215,461","199,284",43,-6.2,-6.2,-7.5,61,South Dakota
Douglas,"240,634","271,949","256,858","250,416",34,13,-5.5,-2.5,55,South Dakota
Edmunds,"166,527","177,554","176,911","188,596",44,6.6,-0.4,6.6,24,South Dakota
Fall River,"268,036","285,996","270,242","267,271",31,6.7,-5.5,-1.1,51,South Dakota
Faulk,"90,718","90,485","80,466","91,714",58,-0.3,-11.1,14,12,South Dakota
Grant,"527,752","523,292","521,161","514,435",17,-0.8,-0.4,-1.3,52,South Dakota
Gregory,"176,541","206,695","229,235","216,574",39,17.1,10.9,-5.5,60,South Dakota
Haakon,"129,337","87,740","104,200","109,136",55,-32.2,18.8,4.7,28,South Dakota
Hamlin,"206,919","246,025","192,974","214,104",41,18.9,-21.6,10.9,17,South Dakota
Hand,"186,834","157,289","166,322","185,945",45,-15.8,5.7,11.8,16,South Dakota
Hanson,"160,688","152,946","177,519","172,033",47,-4.8,16.1,-3.1,57,South Dakota
Harding,"115,717","109,685","103,456","88,038",59,-5.2,-5.7,-14.9,64,South Dakota
Hughes,"1,036,205","1,038,066","1,076,652","1,084,280",9,0.2,3.7,0.7,42,South Dakota
Hutchinson,"447,503","447,925","437,351","497,488",18,0.1,-2.4,13.8,14,South Dakota
Hyde,"105,066","88,277","115,044","87,885",60,-16,30.3,-23.6,66,South Dakota
Jackson,"61,784","60,762","62,328","70,597",63,-1.7,2.6,13.3,15,South Dakota
Jerauld,"208,377","209,633","218,189","218,648",37,0.6,4.1,0.2,47,South Dakota
Jones,"59,135","46,398","48,083","71,155",62,-21.5,3.6,48,1,South Dakota
Kingsbury,"222,058","244,511","246,882","252,344",33,10.1,1,2.2,37,South Dakota
Lake,"502,031","526,433","507,156","549,295",16,4.9,-3.7,8.3,21,South Dakota
Lawrence,"931,015","937,321","960,158","973,243",11,0.7,2.4,1.4,40,South Dakota
Lincoln,"1,977,656","2,049,288","2,102,053","2,200,313",3,3.6,2.6,4.7,29,South Dakota
Lyman,"270,120","223,420","221,402","277,536",30,-17.3,-0.9,25.4,4,South Dakota
McCook,"231,602","274,024","275,659","284,634",27,18.3,0.6,3.3,34,South Dakota
McPherson,"79,377","74,941","65,217","76,516",61,-5.6,-13,17.3,9,South Dakota
Marshall,"280,878","357,977","322,386","374,220",20,27.4,-9.9,16.1,11,South Dakota
Meade,"674,491","679,726","712,295","700,392",13,0.8,4.8,-1.7,54,South Dakota
Mellette,"37,229","39,070","33,136","33,186",66,4.9,-15.2,0.2,48,South Dakota
Miner,"73,252","90,938","122,156","135,432",53,24.1,34.3,10.9,18,South Dakota
Minnehaha,"14,891,991","14,730,876","14,420,811","14,349,976",1,-1.1,-2.1,-0.5,49,South Dakota
Moody,"335,782","362,485","301,736","321,364",22,8,-16.8,6.5,25,South Dakota
Oglala Lakota,"277,555","276,358","285,773","299,072",24,-0.4,3.4,4.7,30,South Dakota
Pennington,"4,913,374","4,960,752","5,081,755","5,148,494",2,1,2.4,1.3,41,South Dakota
Perkins,"129,486","120,838","180,913","142,255",51,-6.7,49.7,-21.4,65,South Dakota
Potter,"170,288","141,230","159,250","137,557",52,-17.1,12.8,-13.6,63,South Dakota
Roberts,"281,164","288,280","278,537","327,352",21,2.5,-3.4,17.5,8,South Dakota
Sanborn,"147,382","163,188","173,949","169,186",48,10.7,6.6,-2.7,56,South Dakota
Spink,"291,633","287,736","295,197","281,485",28,-1.3,2.6,-4.6,58,South Dakota
Stanley,"205,928","172,637","181,382","214,228",40,-16.2,5.1,18.1,7,South Dakota
Sully,"90,310","98,438","121,131","146,973",50,9,23.1,21.3,5,South Dakota
Todd,"222,209","201,594","222,888","223,426",36,-9.3,10.6,0.2,46,South Dakota
Tripp,"307,836","256,977","252,497","302,451",23,-16.5,-1.7,19.8,6,South Dakota
Turner,"482,556","516,793","499,218","473,095",19,7.1,-3.4,-5.2,59,South Dakota
Union,"1,150,341","1,244,855","1,280,231","1,261,290",7,8.2,2.8,-1.5,53,South Dakota
Walworth,"201,102","208,920","202,180","217,629",38,3.9,-3.2,7.6,23,South Dakota
Yankton,"1,172,730","1,204,358","1,225,255","1,247,817",8,2.7,1.7,1.8,38,South Dakota
Ziebach,"89,094","75,341","68,812","62,201",65,-15.4,-8.7,-9.6,62,South Dakota
Anderson,"4,136,021","4,196,854","4,267,297","4,244,637",15,1.5,1.7,-0.5,88,Tennessee
Bedford,"1,646,389","1,630,862","1,567,526","1,609,446",28,-0.9,-3.9,2.7,51,Tennessee
Benton,"317,344","317,442","320,424","333,275",73,0,0.9,4,24,Tennessee
Bledsoe,"203,380","187,746","196,852","210,355",84,-7.7,4.9,6.9,5,Tennessee
Blount,"4,519,834","4,590,446","4,665,580","4,809,024",12,1.6,1.6,3.1,43,Tennessee
Bradley,"4,425,202","4,305,445","4,398,986","4,412,936",14,-2.7,2.2,0.3,83,Tennessee
Campbell,"763,622","775,059","786,030","806,050",50,1.5,1.4,2.5,53,Tennessee
Cannon,"215,018","225,567","231,378","237,659",82,4.9,2.6,2.7,50,Tennessee
Carroll,"666,139","680,924","678,784","688,843",57,2.2,-0.3,1.5,75,Tennessee
Carter,"944,574","962,321","989,393","1,019,574",41,1.9,2.8,3.1,44,Tennessee
Cheatham,"869,691","895,512","933,829","955,278",46,3,4.3,2.3,60,Tennessee
Chester,"309,515","319,530","319,995","325,061",74,3.2,0.1,1.6,74,Tennessee
Claiborne,"702,166","700,930","706,544","720,230",55,-0.2,0.8,1.9,70,Tennessee
Clay,"186,617","174,124","186,043","179,229",89,-6.7,6.8,-3.7,93,Tennessee
Cocke,"960,043","945,429","969,122","1,016,848",42,-1.5,2.5,4.9,12,Tennessee
Coffee,"2,347,077","2,412,519","2,518,577","2,573,478",20,2.8,4.4,2.2,63,Tennessee
Crockett,"509,204","506,464","524,446","530,071",64,-0.5,3.6,1.1,79,Tennessee
Cumberland,"1,454,409","1,500,820","1,511,868","1,515,362",30,3.2,0.7,0.2,84,Tennessee
Davidson,"57,477,375","59,360,691","61,051,774","63,848,008",1,3.3,2.8,4.6,16,Tennessee
Decatur,"291,189","297,794","299,614","313,352",75,2.3,0.6,4.6,15,Tennessee
DeKalb,"652,684","657,850","683,111","711,225",56,0.8,3.8,4.1,22,Tennessee
Dickson,"1,432,647","1,520,211","1,583,911","1,624,735",27,6.1,4.2,2.6,52,Tennessee
Dyer,"1,396,564","1,392,440","1,419,381","1,449,259",31,-0.3,1.9,2.1,65,Tennessee
Fayette,"928,658","943,298","933,084","922,002",47,1.6,-1.1,-1.2,90,Tennessee
Fentress,"407,001","398,768","408,761","417,004",69,-2,2.5,2,67,Tennessee
Franklin,"970,197","983,570","987,470","1,016,719",43,1.4,0.4,3,45,Tennessee
Gibson,"1,305,682","1,320,334","1,332,477","1,410,486",32,1.1,0.9,5.9,7,Tennessee
Giles,"899,998","956,977","969,959","988,833",44,6.3,1.4,1.9,69,Tennessee
Grainger,"315,641","338,987","350,987","359,429",72,7.4,3.5,2.4,57,Tennessee
Greene,"2,054,252","2,077,386","2,107,274","2,153,404",22,1.1,1.4,2.2,62,Tennessee
Grundy,"201,003","198,667","202,401","209,935",85,-1.2,1.9,3.7,31,Tennessee
Hamblen,"2,781,652","2,843,223","2,885,876","2,996,630",19,2.2,1.5,3.8,28,Tennessee
Hamilton,"21,548,453","22,195,043","22,699,612","23,273,742",4,3,2.3,2.5,54,Tennessee
Hancock,"81,973","81,697","81,431","84,889",95,-0.3,-0.3,4.2,20,Tennessee
Hardeman,"541,672","536,119","546,090","562,953",63,-1,1.9,3.1,42,Tennessee
Hardin,"796,585","824,101","841,888","885,035",49,3.5,2.2,5.1,11,Tennessee
Hawkins,"1,832,908","1,861,528","1,893,816","1,881,653",26,1.6,1.7,-0.6,89,Tennessee
Haywood,"693,919","737,042","716,530","730,120",53,6.2,-2.8,1.9,71,Tennessee
Henderson,"718,663","710,518","716,971","742,392",52,-1.1,0.9,3.5,33,Tennessee
Henry,"1,095,073","1,130,278","1,143,821","1,124,631",36,3.2,1.2,-1.7,91,Tennessee
Hickman,"346,502","354,972","358,082","371,426",71,2.4,0.9,3.7,30,Tennessee
Houston,"134,993","131,233","135,603","139,845",92,-2.8,3.3,3.1,41,Tennessee
Humphreys,"704,762","673,927","671,970","603,793",61,-4.4,-0.3,-10.1,95,Tennessee
Jackson,"169,978","167,232","170,402","177,824",90,-1.6,1.9,4.4,18,Tennessee
Jefferson,"1,239,350","1,262,979","1,307,810","1,338,198",33,1.9,3.5,2.3,59,Tennessee
Johnson,"366,293","368,547","377,301","375,541",70,0.6,2.4,-0.5,87,Tennessee
Knox,"22,659,410","23,336,125","23,678,562","24,573,575",3,3,1.5,3.8,29,Tennessee
Lake,"189,121","191,701","186,864","193,306",86,1.4,-2.5,3.4,35,Tennessee
Lauderdale,"632,570","641,315","652,706","671,103",59,1.4,1.8,2.8,47,Tennessee
Lawrence,"994,233","989,582","1,020,430","1,057,190",38,-0.5,3.1,3.6,32,Tennessee
Lewis,"231,591","236,792","242,207","249,839",80,2.2,2.3,3.2,40,Tennessee
Lincoln,"833,801","864,219","866,822","885,103",48,3.6,0.3,2.1,64,Tennessee
Loudon,"1,426,738","1,444,532","1,475,299","1,561,274",29,1.2,2.1,5.8,8,Tennessee
McMinn,"1,805,453","1,873,492","1,888,403","1,926,369",24,3.8,0.8,2,68,Tennessee
McNairy,"596,735","580,467","592,409","597,781",62,-2.7,2.1,0.9,80,Tennessee
Macon,"506,721","511,058","542,079","511,236",66,0.9,6.1,-5.7,94,Tennessee
Madison,"5,028,505","5,104,444","5,207,837","5,306,184",10,1.5,2,1.9,72,Tennessee
Marion,"675,834","697,086","717,654","727,781",54,3.1,3,1.4,76,Tennessee
Marshall,"812,471","824,325","923,298","959,596",45,1.5,12,3.9,25,Tennessee
Maury,"2,824,220","3,029,705","3,196,187","3,285,859",18,7.3,5.5,2.8,48,Tennessee
Meigs,"195,162","198,079","212,888","220,368",83,1.5,7.5,3.5,34,Tennessee
Monroe,"1,074,259","1,135,166","1,138,152","1,174,306",35,5.7,0.3,3.2,39,Tennessee
Montgomery,"4,482,871","4,607,178","4,773,344","4,928,685",11,2.8,3.6,3.3,36,Tennessee
Moore,"176,274","164,163","171,954","187,161",87,-6.9,4.7,8.8,4,Tennessee
Morgan,"261,095","250,873","253,582","265,071",79,-3.9,1.1,4.5,17,Tennessee
Obion,"1,029,732","1,019,923","1,036,501","1,034,308",39,-1,1.6,-0.2,85,Tennessee
Overton,"434,657","455,777","470,799","485,920",68,4.9,3.3,3.2,37,Tennessee
Perry,"151,866","157,459","164,580","169,171",91,3.7,4.5,2.8,49,Tennessee
Pickett,"134,100","123,818","127,368","130,490",93,-7.7,2.9,2.5,55,Tennessee
Polk,"288,706","272,449","272,205","287,388",78,-5.6,-0.1,5.6,9,Tennessee
Putnam,"3,010,708","3,107,373","3,213,131","3,308,251",17,3.2,3.4,3,46,Tennessee
Rhea,"1,476,179","1,626,403","1,701,138","1,892,112",25,10.2,4.6,11.2,3,Tennessee
Roane,"2,128,394","2,242,410","2,276,626","2,206,450",21,5.4,1.5,-3.1,92,Tennessee
Robertson,"2,147,170","2,150,193","2,147,428","2,138,230",23,0.1,-0.1,-0.4,86,Tennessee
Rutherford,"12,001,017","12,407,135","12,805,719","13,308,992",6,3.4,3.2,3.9,26,Tennessee
Scott,"486,078","487,828","504,414","524,815",65,0.4,3.4,4,23,Tennessee
Sequatchie,"242,146","247,846","246,417","247,420",81,2.4,-0.6,0.4,82,Tennessee
Sevier,"3,295,860","3,349,914","3,445,451","3,591,754",16,1.6,2.9,4.2,21,Tennessee
Shelby,"55,217,782","55,660,164","56,274,641","57,633,301",2,0.8,1.1,2.4,56,Tennessee
Smith,"619,101","581,835","602,601","685,356",58,-6,3.6,13.7,1,Tennessee
Stewart,"1,086,774","959,056","759,200","805,094",51,-11.8,-20.8,6,6,Tennessee
Sullivan,"6,805,720","6,843,903","6,913,718","7,134,333",7,0.6,1,3.2,38,Tennessee
Sumner,"5,421,962","5,625,727","5,842,545","5,919,474",8,3.8,3.9,1.3,78,Tennessee
Tipton,"993,205","1,014,528","1,009,855","1,030,904",40,2.1,-0.5,2.1,66,Tennessee
Trousdale,"146,683","147,991","158,751","179,992",88,0.9,7.3,13.4,2,Tennessee
Unicoi,"526,456","472,446","470,222","494,808",67,-10.3,-0.5,5.2,10,Tennessee
Union,"266,159","271,565","291,110","298,006",76,2,7.2,2.4,58,Tennessee
Van Buren,"93,472","87,715","85,770","89,977",94,-6.2,-2.2,4.9,13,Tennessee
Warren,"1,242,011","1,294,840","1,249,868","1,258,085",34,4.3,-3.5,0.7,81,Tennessee
Washington,"5,145,002","5,213,835","5,347,622","5,468,691",9,1.3,2.6,2.3,61,Tennessee
Wayne,"296,375","273,369","280,453","292,463",77,-7.8,2.6,4.3,19,Tennessee
Weakley,"1,029,677","1,055,415","1,093,648","1,112,897",37,2.5,3.6,1.8,73,Tennessee
White,"606,801","632,154","641,565","650,494",60,4.2,1.5,1.4,77,Tennessee
Williamson,"19,361,207","19,817,193","19,766,971","20,705,085",5,2.4,-0.3,4.7,14,Tennessee
Wilson,"3,971,535","4,127,355","4,276,223","4,442,285",13,3.9,3.6,3.9,27,Tennessee
Anderson,"1,733,371","1,761,038","1,757,163","1,821,668",90,1.6,-0.2,3.7,103,Texas
Andrews,"4,618,403","4,588,979","5,030,447","5,355,273",46,-0.6,9.6,6.5,51,Texas
Angelina,"3,203,803","3,140,971","3,228,257","3,395,257",62,-2,2.8,5.2,71,Texas
Aransas,"662,999","634,775","606,525","607,950",172,-4.3,-4.5,0.2,183,Texas
Archer,"368,951","343,639","351,437","370,542",196,-6.9,2.3,5.4,65,Texas
Armstrong,"55,922","48,598","51,314","53,869",252,-13.1,5.6,5,73,Texas
Atascosa,"4,626,219","4,248,916","4,599,172","4,722,996",51,-8.2,8.2,2.7,136,Texas
Austin,"1,263,940","1,214,253","1,260,054","1,271,624",122,-3.9,3.8,0.9,170,Texas
Bailey,"474,359","458,610","516,860","475,400",182,-3.3,12.7,-8,236,Texas
Bandera,"316,070","301,003","307,421","317,383",204,-4.8,2.1,3.2,114,Texas
Bastrop,"1,742,307","1,741,072","1,782,172","1,881,339",85,-0.1,2.4,5.6,64,Texas
Baylor,"154,603","145,000","153,031","162,992",232,-6.2,5.5,6.5,48,Texas
Bee,"915,620","859,747","840,520","839,201",154,-6.1,-2.2,-0.2,193,Texas
Bell,"14,928,272","14,401,726","14,599,325","14,886,755",17,-3.5,1.4,2,152,Texas
Bexar,"90,563,914","92,804,535","93,472,254","97,527,759",5,2.5,0.7,4.3,90,Texas
Blanco,"287,492","288,614","296,607","299,571",209,0.4,2.8,1,166,Texas
Borden,"414,473","445,798","476,078","615,821",171,7.6,6.8,29.4,7,Texas
Bosque,"606,770","618,864","600,680","603,479",173,2,-2.9,0.5,178,Texas
Bowie,"3,595,173","3,639,773","3,663,972","3,701,177",59,1.2,0.7,1,165,Texas
Brazoria,"14,734,188","14,789,436","14,863,653","15,588,622",16,0.4,0.5,4.9,76,Texas
Brazos,"9,015,522","9,036,851","9,193,538","9,525,806",29,0.2,1.7,3.6,106,Texas
Brewster,"354,311","350,778","352,712","374,005",194,-1,0.6,6,54,Texas
Briscoe,"62,829","93,654","90,353","95,465",246,49.1,-3.5,5.7,62,Texas
Brooks,"421,454","356,810","373,637","360,775",198,-15.3,4.7,-3.4,218,Texas
Brown,"1,237,059","1,249,201","1,274,941","1,284,852",121,1,2.1,0.8,174,Texas
Burleson,"1,063,124","1,024,436","1,251,914","1,498,704",108,-3.6,22.2,19.7,12,Texas
Burnet,"1,267,335","1,275,662","1,301,004","1,334,951",119,0.7,2,2.6,138,Texas
Caldwell,"836,699","811,776","843,716","893,669",147,-3,3.9,5.9,60,Texas
Calhoun,"2,072,589","2,003,469","1,770,487","1,861,259",86,-3.3,-11.6,5.1,72,Texas
Callahan,"248,712","243,909","254,920","278,826",212,-1.9,4.5,9.4,27,Texas
Cameron,"9,544,503","9,659,865","9,737,643","10,011,608",26,1.2,0.8,2.8,129,Texas
Camp,"428,638","397,897","403,938","431,406",188,-7.2,1.5,6.8,43,Texas
Carson,"769,303","837,858","840,262","900,276",146,8.9,0.3,7.1,38,Texas
Cass,"752,698","740,258","739,240","766,769",160,-1.7,-0.1,3.7,101,Texas
Castro,"870,206","602,006","704,404","438,483",185,-30.8,17,-37.8,254,Texas
Chambers,"2,345,280","2,170,174","2,127,467","2,150,371",76,-7.5,-2,1.1,163,Texas
Cherokee,"1,466,988","1,567,759","1,514,989","1,529,074",104,6.9,-3.4,0.9,168,Texas
Childress,"190,187","203,141","199,541","207,648",225,6.8,-1.8,4.1,94,Texas
Clay,"240,534","237,128","243,792","251,437",216,-1.4,2.8,3.1,117,Texas
Cochran,"402,087","416,709","456,528","401,268",191,3.6,9.6,-12.1,242,Texas
Coke,"169,676","154,385","151,295","151,963",236,-9,-2,0.4,179,Texas
Coleman,"217,358","220,003","220,129","220,393",222,1.2,0.1,0.1,186,Texas
Collin,"50,887,993","53,840,440","56,082,965","59,917,532",6,5.8,4.2,6.8,42,Texas
Collingsworth,"89,321","96,979","92,629","101,880",244,8.6,-4.5,10,24,Texas
Colorado,"846,104","805,364","856,080","829,575",155,-4.8,6.3,-3.1,213,Texas
Comal,"4,902,123","5,078,067","5,216,179","5,455,611",43,3.6,2.7,4.6,83,Texas
Comanche,"382,919","401,811","436,484","445,661",184,4.9,8.6,2.1,148,Texas
Concho,"115,937","108,501","108,603","110,496",242,-6.4,0.1,1.7,156,Texas
Cooke,"2,535,323","2,428,601","2,494,264","2,603,999",70,-4.2,2.7,4.4,89,Texas
Coryell,"1,331,267","1,435,756","1,502,471","1,516,686",105,7.8,4.6,0.9,167,Texas
Cottle,"89,124","85,504","112,555","95,660",245,-4.1,31.6,-15,247,Texas
Crane,"1,421,391","1,268,805","1,194,628","1,136,787",126,-10.7,-5.8,-4.8,227,Texas
Crockett,"1,749,465","1,646,013","1,773,441","1,509,126",107,-5.9,7.7,-14.9,246,Texas
Crosby,"276,867","320,323","342,222","346,068",200,15.7,6.8,1.1,162,Texas
Culberson,"839,120","1,081,840","1,425,244","1,601,604",102,28.9,31.7,12.4,18,Texas
Dallam,"746,969","584,822","598,179","520,975",175,-21.7,2.3,-12.9,244,Texas
Dallas,"220,137,057","226,056,902","233,731,905","241,375,801",2,2.7,3.4,3.3,113,Texas
Dawson,"739,721","737,356","843,417","811,433",157,-0.3,14.4,-3.8,221,Texas
Deaf Smith,"1,698,155","1,514,699","1,442,311","1,365,597",116,-10.8,-4.8,-5.3,232,Texas
Delta,"98,120","90,641","93,044","94,996",247,-7.6,2.7,2.1,149,Texas
Denton,"24,950,914","25,964,632","27,383,654","28,354,188",8,4.1,5.5,3.5,108,Texas
DeWitt,"9,341,325","8,052,986","7,413,069","7,076,798",36,-13.8,-7.9,-4.5,223,Texas
Dickens,"128,837","138,739","140,761","141,052",238,7.7,1.5,0.2,185,Texas
Dimmit,"5,830,122","5,069,387","5,753,634","5,908,447",42,-13,13.5,2.7,137,Texas
Donley,"140,346","122,538","158,781","162,840",233,-12.7,29.6,2.6,140,Texas
Duval,"461,497","423,968","424,967","436,507",186,-8.1,0.2,2.7,134,Texas
Eastland,"902,658","840,668","915,169","1,096,053",127,-6.9,8.9,19.8,11,Texas
Ector,"12,169,756","10,773,276","11,722,833","12,844,718",20,-11.5,8.8,9.6,26,Texas
Edwards,"102,819","106,239","105,270","103,814",243,3.3,-0.9,-1.4,202,Texas
